,Iteration,Fitness,FEvals,Time,State,Restarts,max_iters,current_restart,seed
11,1024,0.0,273,0.036565100017469376,"[0, 11, 3, 5, 1, 4, 7, 8, 2, 9, 10, 12, 6, 13, 14]",1,1024,0,4
0,0,7.0,0,0.0001401000190526247,"[3, 14, 13, 6, 6, 0, 9, 8, 4, 7, 14, 11, 0, 14, 0]",1,1024,0,5
1,1,7.0,1,0.0008080999832600355,"[3, 14, 13, 6, 6, 0, 9, 8, 4, 7, 14, 11, 0, 14, 0]",1,1024,0,5
2,2,5.0,3,0.0015238000196404755,"[3, 5, 13, 6, 6, 0, 9, 8, 4, 7, 14, 11, 0, 14, 0]",1,1024,0,5
3,4,5.0,5,0.0022288000327534974,"[3, 5, 13, 6, 6, 0, 9, 8, 4, 7, 14, 11, 0, 14, 0]",1,1024,0,5
4,8,5.0,9,0.0030220000189729035,"[3, 5, 13, 6, 6, 0, 9, 8, 4, 7, 14, 11, 0, 14, 0]",1,1024,0,5
5,16,3.0,18,0.004120800003875047,"[3, 5, 13, 6, 6, 0, 9, 8, 4, 7, 14, 11, 0, 14, 2]",1,1024,0,5
6,32,2.0,35,0.006099299993366003,"[3, 5, 13, 6, 6, 0, 9, 8, 4, 7, 14, 11, 0, 1, 2]",1,1024,0,5
7,64,1.0,68,0.009255399985704571,"[3, 5, 13, 6, 6, 10, 9, 8, 4, 7, 14, 11, 0, 1, 2]",1,1024,0,5
8,128,0.0,84,0.011271000024862587,"[3, 5, 13, 6, 12, 10, 9, 8, 4, 7, 14, 11, 0, 1, 2]",1,1024,0,5
9,256,0.0,84,0.011271000024862587,"[3, 5, 13, 6, 12, 10, 9, 8, 4, 7, 14, 11, 0, 1, 2]",1,1024,0,5
10,512,0.0,84,0.011271000024862587,"[3, 5, 13, 6, 12, 10, 9, 8, 4, 7, 14, 11, 0, 1, 2]",1,1024,0,5
11,1024,0.0,84,0.011271000024862587,"[3, 5, 13, 6, 12, 10, 9, 8, 4, 7, 14, 11, 0, 1, 2]",1,1024,0,5
0,0,8.0,0,0.00012860004790127277,"[9, 13, 4, 0, 1, 11, 12, 9, 13, 0, 13, 1, 10, 8, 9]",1,1024,0,10
1,1,7.0,2,0.0009282000246457756,"[11, 13, 4, 0, 1, 11, 12, 9, 13, 0, 13, 1, 10, 8, 9]",1,1024,0,10
2,2,5.0,4,0.0016237000236287713,"[11, 13, 4, 0, 1, 11, 12, 9, 6, 0, 13, 1, 10, 8, 9]",1,1024,0,10
3,4,5.0,6,0.002302000008057803,"[11, 13, 4, 0, 1, 11, 12, 9, 6, 0, 13, 1, 10, 8, 9]",1,1024,0,10
4,8,4.0,11,0.003155800048261881,"[11, 13, 4, 0, 1, 11, 12, 9, 6, 0, 13, 7, 10, 8, 9]",1,1024,0,10
5,16,3.0,20,0.0042378000216558576,"[11, 13, 4, 0, 1, 11, 12, 9, 6, 14, 13, 7, 10, 8, 9]",1,1024,0,10
6,32,2.0,37,0.005826600012369454,"[11, 13, 4, 0, 1, 11, 12, 9, 6, 14, 13, 7, 10, 8, 8]",1,1024,0,10
7,64,1.0,70,0.008873900049366057,"[11, 2, 4, 0, 1, 11, 12, 9, 6, 14, 13, 7, 10, 8, 8]",1,1024,0,10
8,128,0.0,109,0.012665000045672059,"[3, 2, 4, 0, 1, 11, 12, 9, 6, 14, 13, 7, 10, 8, 8]",1,1024,0,10
9,256,0.0,109,0.012665000045672059,"[3, 2, 4, 0, 1, 11, 12, 9, 6, 14, 13, 7, 10, 8, 8]",1,1024,0,10
10,512,0.0,109,0.012665000045672059,"[3, 2, 4, 0, 1, 11, 12, 9, 6, 14, 13, 7, 10, 8, 8]",1,1024,0,10
11,1024,0.0,109,0.012665000045672059,"[3, 2, 4, 0, 1, 11, 12, 9, 6, 14, 13, 7, 10, 8, 8]",1,1024,0,10
0,0,8.0,0,0.0002106999745592475,"[5, 11, 12, 8, 9, 11, 5, 15, 0, 16, 1, 12, 7, 13, 6, 18, 5, 18, 11, 10]",1,1024,0,1
1,1,8.0,1,0.0011356999748386443,"[5, 11, 12, 8, 9, 11, 5, 15, 0, 16, 1, 12, 7, 13, 6, 18, 5, 18, 11, 10]",1,1024,0,1
2,2,8.0,2,0.002063399995677173,"[5, 11, 12, 8, 9, 11, 5, 15, 0, 16, 1, 12, 7, 13, 6, 18, 5, 18, 11, 10]",1,1024,0,1
3,4,8.0,4,0.003304899961221963,"[5, 11, 12, 8, 9, 11, 5, 15, 0, 16, 1, 12, 7, 13, 6, 18, 5, 18, 11, 10]",1,1024,0,1
4,8,7.0,9,0.004552699974738061,"[5, 0, 12, 8, 9, 11, 5, 15, 0, 16, 1, 12, 7, 13, 6, 18, 5, 18, 11, 10]",1,1024,0,1
5,16,7.0,17,0.005900899996049702,"[5, 0, 12, 8, 9, 11, 5, 15, 0, 16, 1, 12, 7, 13, 6, 18, 5, 18, 11, 10]",1,1024,0,1
6,32,3.0,36,0.008351399970706552,"[4, 0, 13, 8, 9, 11, 5, 15, 0, 16, 1, 12, 7, 13, 6, 2, 5, 18, 11, 10]",1,1024,0,1
7,64,1.0,70,0.012124199944082648,"[4, 0, 13, 8, 9, 14, 5, 15, 0, 16, 1, 12, 7, 13, 6, 2, 19, 18, 11, 10]",1,1024,0,1
8,128,1.0,134,0.019677499949466437,"[4, 0, 13, 8, 9, 14, 5, 15, 0, 16, 1, 12, 7, 13, 6, 2, 19, 18, 11, 10]",1,1024,0,1
9,256,0.0,155,0.023562799964565784,"[4, 0, 13, 8, 9, 14, 5, 15, 3, 16, 1, 12, 7, 13, 6, 2, 19, 18, 11, 10]",1,1024,0,1
10,512,0.0,155,0.023562799964565784,"[4, 0, 13, 8, 9, 14, 5, 15, 3, 16, 1, 12, 7, 13, 6, 2, 19, 18, 11, 10]",1,1024,0,1
11,1024,0.0,155,0.023562799964565784,"[4, 0, 13, 8, 9, 14, 5, 15, 3, 16, 1, 12, 7, 13, 6, 2, 19, 18, 11, 10]",1,1024,0,1
0,0,10.0,0,0.00018009997438639402,"[8, 15, 13, 8, 11, 18, 11, 8, 7, 2, 17, 11, 15, 5, 7, 3, 6, 4, 10, 11]",1,1024,0,2
1,1,10.0,1,0.0008411000017076731,"[8, 15, 13, 8, 11, 18, 11, 8, 7, 2, 17, 11, 15, 5, 7, 3, 6, 4, 10, 11]",1,1024,0,2
2,2,8.0,3,0.0015508999931626022,"[8, 15, 13, 8, 11, 18, 10, 8, 7, 2, 17, 11, 15, 5, 7, 3, 6, 4, 10, 11]",1,1024,0,2
3,4,8.0,5,0.0022635000059381127,"[8, 15, 13, 8, 11, 18, 10, 8, 7, 2, 17, 11, 15, 5, 7, 3, 6, 4, 10, 11]",1,1024,0,2
4,8,7.0,10,0.003234500007238239,"[8, 15, 13, 8, 11, 18, 10, 8, 7, 2, 17, 11, 19, 5, 7, 3, 6, 4, 10, 11]",1,1024,0,2
5,16,3.0,21,0.004655400000046939,"[8, 15, 13, 8, 16, 18, 10, 8, 7, 2, 17, 11, 19, 5, 9, 3, 6, 4, 14, 11]",1,1024,0,2
6,32,1.0,38,0.0066914999624714255,"[8, 15, 13, 0, 16, 18, 10, 8, 7, 2, 17, 11, 19, 5, 9, 3, 6, 4, 14, 11]",1,1024,0,2
7,64,0.0,44,0.007822199957445264,"[8, 15, 13, 0, 16, 18, 10, 12, 7, 2, 17, 11, 19, 5, 9, 3, 6, 4, 14, 11]",1,1024,0,2
8,128,0.0,44,0.007822199957445264,"[8, 15, 13, 0, 16, 18, 10, 12, 7, 2, 17, 11, 19, 5, 9, 3, 6, 4, 14, 11]",1,1024,0,2
9,256,0.0,44,0.007822199957445264,"[8, 15, 13, 0, 16, 18, 10, 12, 7, 2, 17, 11, 19, 5, 9, 3, 6, 4, 14, 11]",1,1024,0,2
10,512,0.0,44,0.007822199957445264,"[8, 15, 13, 0, 16, 18, 10, 12, 7, 2, 17, 11, 19, 5, 9, 3, 6, 4, 14, 11]",1,1024,0,2
11,1024,0.0,44,0.007822199957445264,"[8, 15, 13, 0, 16, 18, 10, 12, 7, 2, 17, 11, 19, 5, 9, 3, 6, 4, 14, 11]",1,1024,0,2
0,0,6.0,0,0.00017640000442042947,"[10, 3, 8, 0, 19, 10, 11, 9, 10, 6, 0, 12, 7, 14, 17, 2, 2, 1, 19, 5]",1,1024,0,3
1,1,4.0,2,0.0012191000278107822,"[10, 3, 8, 0, 19, 10, 11, 9, 15, 6, 0, 12, 7, 14, 17, 2, 2, 1, 19, 5]",1,1024,0,3
2,2,4.0,3,0.002030800038482994,"[10, 3, 8, 0, 19, 10, 11, 9, 15, 6, 0, 12, 7, 14, 17, 2, 2, 1, 19, 5]",1,1024,0,3
3,4,4.0,5,0.0029874000465497375,"[10, 3, 8, 0, 19, 10, 11, 9, 15, 6, 0, 12, 7, 14, 17, 2, 2, 1, 19, 5]",1,1024,0,3
4,8,4.0,9,0.004454400041140616,"[10, 3, 8, 0, 19, 10, 11, 9, 15, 6, 0, 12, 7, 14, 17, 2, 2, 1, 19, 5]",1,1024,0,3
5,16,4.0,17,0.005937000038102269,"[10, 3, 8, 0, 19, 10, 11, 9, 15, 6, 0, 12, 7, 14, 17, 2, 2, 1, 19, 5]",1,1024,0,3
6,32,4.0,33,0.008067500020843,"[10, 3, 8, 0, 19, 10, 11, 9, 15, 6, 0, 12, 7, 14, 17, 2, 2, 1, 19, 5]",1,1024,0,3
7,64,3.0,66,0.011840000050142407,"[10, 3, 8, 18, 19, 10, 11, 9, 15, 6, 0, 12, 7, 14, 17, 2, 2, 1, 19, 5]",1,1024,0,3
8,128,1.0,132,0.02014710003277287,"[10, 3, 8, 18, 19, 13, 11, 9, 15, 6, 0, 12, 7, 14, 17, 14, 2, 1, 19, 5]",1,1024,0,3
9,256,0.0,186,0.02734890003921464,"[10, 3, 8, 18, 16, 13, 11, 9, 15, 6, 0, 12, 7, 14, 17, 14, 2, 1, 19, 5]",1,1024,0,3
10,512,0.0,186,0.02734890003921464,"[10, 3, 8, 18, 16, 13, 11, 9, 15, 6, 0, 12, 7, 14, 17, 14, 2, 1, 19, 5]",1,1024,0,3
11,1024,0.0,186,0.02734890003921464,"[10, 3, 8, 18, 16, 13, 11, 9, 15, 6, 0, 12, 7, 14, 17, 14, 2, 1, 19, 5]",1,1024,0,3
0,0,8.0,0,0.00018530001398175955,"[14, 5, 1, 8, 8, 18, 9, 7, 13, 8, 4, 18, 12, 6, 10, 3, 0, 9, 6, 6]",1,1024,0,4
1,1,8.0,1,0.0008475000504404306,"[14, 5, 1, 8, 8, 18, 9, 7, 13, 8, 4, 18, 12, 6, 10, 3, 0, 9, 6, 6]",1,1024,0,4
2,2,8.0,2,0.0015076000127010047,"[14, 5, 1, 8, 8, 18, 9, 7, 13, 8, 4, 18, 12, 6, 10, 3, 0, 9, 6, 6]",1,1024,0,4
3,4,8.0,4,0.0022454000427387655,"[14, 5, 1, 8, 8, 18, 9, 7, 13, 8, 4, 18, 12, 6, 10, 3, 0, 9, 6, 6]",1,1024,0,4
4,8,3.0,11,0.0034571000142022967,"[14, 5, 1, 19, 8, 18, 9, 7, 13, 8, 4, 18, 12, 1, 10, 3, 0, 9, 6, 16]",1,1024,0,4
5,16,2.0,20,0.007544599997345358,"[14, 5, 1, 19, 8, 18, 9, 7, 13, 8, 4, 18, 12, 1, 10, 3, 0, 17, 6, 16]",1,1024,0,4
6,32,2.0,36,0.010836800036486238,"[14, 5, 1, 19, 8, 18, 9, 7, 13, 8, 4, 18, 12, 1, 10, 3, 0, 17, 6, 16]",1,1024,0,4
7,64,0.0,62,0.014013300009537488,"[14, 5, 1, 19, 2, 18, 9, 7, 13, 8, 4, 15, 12, 1, 10, 3, 0, 17, 6, 16]",1,1024,0,4
8,128,0.0,62,0.014013300009537488,"[14, 5, 1, 19, 2, 18, 9, 7, 13, 8, 4, 15, 12, 1, 10, 3, 0, 17, 6, 16]",1,1024,0,4
9,256,0.0,62,0.014013300009537488,"[14, 5, 1, 19, 2, 18, 9, 7, 13, 8, 4, 15, 12, 1, 10, 3, 0, 17, 6, 16]",1,1024,0,4
10,512,0.0,62,0.014013300009537488,"[14, 5, 1, 19, 2, 18, 9, 7, 13, 8, 4, 15, 12, 1, 10, 3, 0, 17, 6, 16]",1,1024,0,4
11,1024,0.0,62,0.014013300009537488,"[14, 5, 1, 19, 2, 18, 9, 7, 13, 8, 4, 15, 12, 1, 10, 3, 0, 17, 6, 16]",1,1024,0,4
0,0,10.0,0,0.000179499969817698,"[3, 14, 15, 6, 16, 9, 8, 4, 7, 16, 16, 7, 12, 15, 17, 7, 16, 12, 13, 11]",1,1024,0,5
1,1,10.0,1,0.0008314999868161976,"[3, 14, 15, 6, 16, 9, 8, 4, 7, 16, 16, 7, 12, 15, 17, 7, 16, 12, 13, 11]",1,1024,0,5
2,2,10.0,2,0.0014961999841034412,"[3, 14, 15, 6, 16, 9, 8, 4, 7, 16, 16, 7, 12, 15, 17, 7, 16, 12, 13, 11]",1,1024,0,5
3,4,6.0,6,0.0023656999692320824,"[3, 14, 15, 6, 16, 9, 8, 4, 7, 1, 9, 7, 12, 15, 17, 7, 16, 12, 13, 11]",1,1024,0,5
4,8,5.0,11,0.003357800014782697,"[3, 14, 15, 6, 16, 0, 8, 4, 7, 1, 9, 7, 12, 15, 17, 7, 16, 12, 13, 11]",1,1024,0,5
5,16,4.0,20,0.004804899974260479,"[3, 14, 15, 6, 16, 0, 8, 4, 7, 1, 9, 3, 12, 15, 17, 7, 16, 12, 13, 11]",1,1024,0,5
6,32,2.0,38,0.007636299997102469,"[3, 14, 15, 6, 16, 0, 8, 4, 7, 1, 9, 3, 12, 15, 17, 19, 5, 12, 13, 11]",1,1024,0,5
7,64,2.0,70,0.011539899976924062,"[3, 14, 15, 6, 16, 0, 8, 4, 7, 1, 9, 3, 12, 15, 17, 19, 5, 12, 13, 11]",1,1024,0,5
8,128,1.0,135,0.018916399974841624,"[18, 14, 15, 6, 16, 0, 8, 4, 7, 1, 9, 3, 12, 15, 17, 19, 5, 12, 13, 11]",1,1024,0,5
9,256,0.0,176,0.02496629999950528,"[18, 14, 15, 6, 16, 0, 8, 4, 7, 1, 9, 3, 2, 15, 17, 19, 5, 12, 13, 11]",1,1024,0,5
10,512,0.0,176,0.02496629999950528,"[18, 14, 15, 6, 16, 0, 8, 4, 7, 1, 9, 3, 2, 15, 17, 19, 5, 12, 13, 11]",1,1024,0,5
11,1024,0.0,176,0.02496629999950528,"[18, 14, 15, 6, 16, 0, 8, 4, 7, 1, 9, 3, 2, 15, 17, 19, 5, 12, 13, 11]",1,1024,0,5
0,0,10.0,0,0.00018500001169741154,"[9, 4, 15, 0, 17, 16, 17, 8, 9, 0, 10, 8, 4, 19, 16, 4, 15, 11, 11, 1]",1,1024,0,10
1,1,10.0,1,0.0008615999831818044,"[9, 4, 15, 0, 17, 16, 17, 8, 9, 0, 10, 8, 4, 19, 16, 4, 15, 11, 11, 1]",1,1024,0,10
2,2,9.0,3,0.001582199998665601,"[9, 4, 15, 0, 17, 16, 17, 8, 9, 0, 10, 8, 4, 19, 18, 4, 15, 11, 11, 1]",1,1024,0,10
3,4,9.0,5,0.0023263999610207975,"[9, 4, 15, 0, 17, 16, 17, 8, 9, 0, 10, 8, 4, 19, 18, 4, 15, 11, 11, 1]",1,1024,0,10
4,8,8.0,10,0.003290399967227131,"[9, 4, 15, 0, 17, 16, 17, 8, 9, 0, 10, 8, 1, 19, 18, 4, 15, 11, 11, 1]",1,1024,0,10
5,16,4.0,22,0.004790599981788546,"[13, 4, 15, 0, 17, 16, 17, 8, 9, 0, 10, 18, 1, 19, 18, 19, 7, 11, 11, 1]",1,1024,0,10
6,32,2.0,40,0.006914999976288527,"[13, 4, 15, 0, 17, 16, 17, 8, 9, 0, 10, 18, 3, 19, 18, 19, 7, 11, 14, 1]",1,1024,0,10
7,64,2.0,72,0.010690099967177957,"[13, 4, 15, 0, 17, 16, 17, 8, 9, 0, 10, 18, 3, 19, 18, 19, 7, 11, 14, 1]",1,1024,0,10
8,128,1.0,137,0.019821299996692687,"[13, 4, 15, 0, 6, 16, 17, 8, 9, 0, 10, 18, 3, 19, 18, 19, 7, 11, 14, 1]",1,1024,0,10
9,256,0.0,228,0.03308289998676628,"[13, 4, 15, 5, 6, 16, 17, 8, 9, 0, 10, 18, 3, 19, 18, 19, 7, 11, 14, 1]",1,1024,0,10
10,512,0.0,228,0.03308289998676628,"[13, 4, 15, 5, 6, 16, 17, 8, 9, 0, 10, 18, 3, 19, 18, 19, 7, 11, 14, 1]",1,1024,0,10
11,1024,0.0,228,0.03308289998676628,"[13, 4, 15, 5, 6, 16, 17, 8, 9, 0, 10, 18, 3, 19, 18, 19, 7, 11, 14, 1]",1,1024,0,10
0,0,11.0,0,0.0002660999889485538,"[5, 11, 12, 8, 9, 11, 5, 15, 0, 16, 1, 12, 7, 13, 6, 18, 20, 5, 18, 20, 11, 10, 14, 18, 4]",1,1024,0,1
1,1,9.0,2,0.0013021999620832503,"[5, 11, 12, 8, 9, 11, 5, 15, 0, 16, 1, 12, 7, 13, 6, 18, 20, 5, 18, 20, 11, 10, 14, 24, 4]",1,1024,0,1
2,2,9.0,3,0.002486000012140721,"[5, 11, 12, 8, 9, 11, 5, 15, 0, 16, 1, 12, 7, 13, 6, 18, 20, 5, 18, 20, 11, 10, 14, 24, 4]",1,1024,0,1
3,4,9.0,5,0.00341810000827536,"[5, 11, 12, 8, 9, 11, 5, 15, 0, 16, 1, 12, 7, 13, 6, 18, 20, 5, 18, 20, 11, 10, 14, 24, 4]",1,1024,0,1
4,8,7.0,11,0.004870200005825609,"[5, 0, 12, 8, 9, 11, 5, 15, 0, 16, 1, 12, 7, 13, 6, 18, 20, 9, 18, 20, 11, 10, 14, 24, 4]",1,1024,0,1
5,16,3.0,23,0.006964300002437085,"[5, 0, 12, 8, 9, 11, 22, 15, 0, 16, 1, 13, 7, 13, 6, 18, 20, 3, 18, 15, 11, 10, 14, 24, 4]",1,1024,0,1
6,32,2.0,40,0.009636599977966398,"[5, 0, 12, 8, 9, 11, 22, 15, 0, 16, 1, 13, 7, 13, 6, 18, 20, 3, 18, 15, 17, 10, 14, 24, 4]",1,1024,0,1
7,64,1.0,73,0.014411400014068931,"[5, 0, 12, 8, 9, 11, 22, 15, 0, 16, 1, 13, 7, 13, 6, 18, 20, 3, 23, 15, 17, 10, 14, 24, 4]",1,1024,0,1
8,128,0.0,116,0.021312199998646975,"[5, 0, 12, 8, 9, 11, 22, 15, 21, 16, 1, 13, 7, 13, 6, 18, 20, 3, 23, 15, 17, 10, 14, 24, 4]",1,1024,0,1
9,256,0.0,116,0.021312199998646975,"[5, 0, 12, 8, 9, 11, 22, 15, 21, 16, 1, 13, 7, 13, 6, 18, 20, 3, 23, 15, 17, 10, 14, 24, 4]",1,1024,0,1
10,512,0.0,116,0.021312199998646975,"[5, 0, 12, 8, 9, 11, 22, 15, 21, 16, 1, 13, 7, 13, 6, 18, 20, 3, 23, 15, 17, 10, 14, 24, 4]",1,1024,0,1
11,1024,0.0,116,0.021312199998646975,"[5, 0, 12, 8, 9, 11, 22, 15, 21, 16, 1, 13, 7, 13, 6, 18, 20, 3, 23, 15, 17, 10, 14, 24, 4]",1,1024,0,1
0,0,12.0,0,0.00025240000104531646,"[8, 15, 13, 8, 22, 11, 18, 11, 8, 7, 2, 17, 11, 21, 15, 20, 20, 5, 7, 3, 6, 4, 10, 11, 19]",1,1024,0,2
1,1,10.0,2,0.0011606000480242074,"[8, 15, 13, 8, 22, 11, 18, 6, 8, 7, 2, 17, 11, 21, 15, 20, 20, 5, 7, 3, 6, 4, 10, 11, 19]",1,1024,0,2
2,2,10.0,3,0.0019058000179938972,"[8, 15, 13, 8, 22, 11, 18, 6, 8, 7, 2, 17, 11, 21, 15, 20, 20, 5, 7, 3, 6, 4, 10, 11, 19]",1,1024,0,2
3,4,9.0,6,0.0028961000498384237,"[8, 15, 13, 5, 22, 11, 18, 6, 8, 7, 2, 17, 11, 21, 15, 20, 20, 5, 7, 3, 6, 4, 10, 11, 19]",1,1024,0,2
4,8,8.0,11,0.004173500055912882,"[8, 15, 13, 5, 22, 11, 18, 6, 8, 7, 2, 17, 11, 21, 12, 20, 20, 5, 7, 3, 6, 4, 10, 11, 19]",1,1024,0,2
5,16,4.0,23,0.006425600033253431,"[8, 15, 13, 5, 22, 11, 18, 15, 24, 14, 2, 17, 11, 21, 12, 20, 20, 23, 7, 3, 6, 4, 10, 11, 19]",1,1024,0,2
6,32,4.0,39,0.00911490002181381,"[8, 15, 13, 5, 22, 11, 18, 15, 24, 14, 2, 17, 11, 21, 12, 20, 20, 23, 7, 3, 6, 4, 10, 11, 19]",1,1024,0,2
7,64,2.0,73,0.014783900056499988,"[8, 15, 13, 5, 0, 11, 18, 15, 24, 14, 2, 17, 11, 21, 12, 20, 20, 23, 7, 3, 6, 4, 10, 22, 19]",1,1024,0,2
8,128,0.0,100,0.01934080000501126,"[8, 15, 13, 5, 0, 9, 18, 15, 24, 14, 2, 17, 11, 21, 12, 2, 20, 23, 7, 3, 6, 4, 10, 22, 19]",1,1024,0,2
9,256,0.0,100,0.01934080000501126,"[8, 15, 13, 5, 0, 9, 18, 15, 24, 14, 2, 17, 11, 21, 12, 2, 20, 23, 7, 3, 6, 4, 10, 22, 19]",1,1024,0,2
10,512,0.0,100,0.01934080000501126,"[8, 15, 13, 5, 0, 9, 18, 15, 24, 14, 2, 17, 11, 21, 12, 2, 20, 23, 7, 3, 6, 4, 10, 22, 19]",1,1024,0,2
11,1024,0.0,100,0.01934080000501126,"[8, 15, 13, 5, 0, 9, 18, 15, 24, 14, 2, 17, 11, 21, 12, 2, 20, 23, 7, 3, 6, 4, 10, 22, 19]",1,1024,0,2
0,0,9.0,0,0.0003182999789714813,"[10, 24, 3, 24, 8, 0, 21, 19, 10, 11, 9, 10, 21, 23, 6, 0, 20, 12, 7, 14, 24, 17, 22, 2, 2]",1,1024,0,3
1,1,7.0,2,0.0012029000208713114,"[10, 19, 3, 24, 8, 0, 21, 19, 10, 11, 9, 10, 21, 23, 6, 0, 20, 12, 7, 14, 24, 17, 22, 2, 2]",1,1024,0,3
2,2,7.0,3,0.0019062000210396945,"[10, 19, 3, 24, 8, 0, 21, 19, 10, 11, 9, 10, 21, 23, 6, 0, 20, 12, 7, 14, 24, 17, 22, 2, 2]",1,1024,0,3
3,4,7.0,5,0.002713399997446686,"[10, 19, 3, 24, 8, 0, 21, 19, 10, 11, 9, 10, 21, 23, 6, 0, 20, 12, 7, 14, 24, 17, 22, 2, 2]",1,1024,0,3
